Departure_Date,Airline,Departure_time,price
20220223,에어서울,06:10,"19,900"
20220223,진에어,07:10,"18,720"
20220223,티웨이항공,06:15,"20,900"
20220223,티웨이항공,07:25,"19,686"
20220223,제주항공,06:40,"21,740"
20220223,제주항공,07:50,"20,181"
20220223,제주항공,07:00,"21,740"
20220223,제주항공,08:10,"20,181"
20220223,제주항공,06:00,"21,800"
20220223,진에어,07:05,"20,676"
20220223,진에어,06:30,"21,800"
20220223,티웨이항공,07:40,"20,676"
20220223,티웨이항공,06:45,"21,800"
20220223,진에어,07:55,"20,676"
20220223,제주항공,07:00,"21,800"
20220223,제주항공,08:10,"20,676"
20220223,제주항공,16:55,"21,800"
20220223,티웨이항공,18:05,"20,676"
20220223,티웨이항공,06:30,"21,900"
20220223,티웨이항공,07:45,"20,676"
20220224,제주항공,15:40,"27,500"
20220224,제주항공,16:50,"26,616"
20220224,제주항공,16:05,"27,500"
20220224,제주항공,17:15,"26,616"
20220224,진에어,16:45,"27,500"
20220224,티웨이항공,17:55,"26,616"
20220224,티웨이항공,17:15,"27,500"
20220224,에어서울,18:25,"26,616"
20220224,에어서울,16:30,"27,600"
20220224,제주항공,17:40,"26,616"
20220224,제주항공,17:25,"28,240"
20220224,제주항공,18:35,"26,616"
20220224,진에어,15:25,"30,240"
20220224,티웨이항공,16:35,"28,596"
20220224,티웨이항공,17:50,"30,400"
20220224,진에어,19:05,"29,110"
20220224,제주항공,19:25,"30,400"
20220224,제주항공,20:40,"29,110"
20220224,진에어,19:05,"31,300"
20220224,진에어,20:15,"30,576"
20220225,진에어,06:05,"52,300"
20220225,진에어,07:15,"51,777"
20220225,제주항공,06:30,"52,300"
20220225,진에어,07:45,"51,777"
20220225,진에어,06:00,"55,050"
20220225,제주항공,07:05,"54,500"
20220225,제주항공,06:35,"58,000"
20220225,제주항공,07:45,"57,420"
20220225,제주항공,06:00,"59,900"
20220225,제주항공,07:10,"59,301"
20220225,제주항공,06:30,"60,750"
20220225,에어서울,07:40,"60,143"
20220225,진에어,06:45,"60,750"
20220225,진에어,07:55,"60,143"
20220225,티웨이항공,13:40,"60,750"
20220225,아시아나항공,14:50,"60,143"
20220225,티웨이항공,14:40,"60,750"
20220225,에어서울,15:50,"60,143"
20220225,에어서울,15:00,"60,750"
20220225,진에어,16:10,"60,143"
20220226,제주항공,19:15,"31,300"
20220226,제주항공,20:20,"30,576"
20220226,제주항공,19:30,"31,300"
20220226,진에어,20:40,"30,576"
20220226,진에어,20:50,"31,300"
20220226,진에어,22:00,"30,576"
20220226,티웨이항공,20:25,"34,200"
20220226,에어서울,21:35,"33,546"
20220226,대한항공,20:30,"34,200"
20220226,대한항공,21:45,"33,546"
20220226,아시아나항공,20:20,"35,200"
20220226,진에어,21:35,"34,536"
20220226,진에어,19:25,"35,240"
20220226,진에어,20:35,"33,546"
20220226,제주항공,19:25,"35,400"
20220226,아시아나항공,20:45,"34,060"
20220226,티웨이항공,20:45,"35,500"
20220226,대한항공,21:55,"35,160"
20220226,대한항공,21:05,"35,500"
20220226,아시아나항공,22:15,"35,160"
20220227,진에어,20:20,"19,000"
20220227,진에어,21:35,"17,706"
20220227,진에어,20:25,"19,000"
20220227,제주항공,21:35,"17,706"
20220227,제주항공,20:30,"19,000"
20220227,제주항공,21:45,"17,706"
20220227,제주항공,19:15,"20,400"
20220227,티웨이항공,20:20,"18,696"
20220227,티웨이항공,19:30,"20,400"
20220227,제주항공,20:40,"18,696"
20220227,하이에어,20:25,"20,400"
20220227,에어서울,21:40,"18,696"
20220227,에어서울,20:30,"20,400"
20220227,아시아나항공,21:40,"18,696"
20220227,아시아나항공,19:05,"21,740"
20220227,아시아나항공,20:15,"20,181"
20220227,제주항공,19:25,"21,740"
20220227,티웨이항공,20:35,"20,181"
20220227,티웨이항공,19:05,"21,800"
20220227,티웨이항공,20:15,"20,676"
20220228,에어서울,06:10,"13,500"
20220228,진에어,07:10,"12,380"
20220228,진에어,06:15,"14,300"
20220228,진에어,07:25,"12,855"
20220228,진에어,06:30,"14,300"
20220228,진에어,07:45,"12,855"
20220228,에어서울,20:20,"14,300"
20220228,에어서울,21:35,"12,855"
20220228,진에어,20:25,"14,300"
