Departure_Date,Airline,Departure_time,price
20220212,진에어,06:05,"35,200"
20220212,진에어,07:15,"33,348"
20220212,진에어,06:30,"35,200"
20220212,제주항공,07:45,"33,348"
20220212,제주항공,06:35,"35,200"
20220212,제주항공,07:45,"33,348"
20220212,티웨이항공,19:05,"35,620"
20220212,티웨이항공,20:15,"33,764"
20220212,에어부산,19:15,"35,620"
20220212,에어서울,20:20,"33,764"
20220212,진에어,19:30,"35,620"
20220212,진에어,20:40,"33,764"
20220212,진에어,19:05,"36,400"
20220212,진에어,20:15,"36,036"
20220212,진에어,19:25,"36,400"
20220212,에어서울,20:35,"36,036"
20220212,에어서울,18:10,"37,000"
20220212,제주항공,19:20,"38,400"
20220212,제주항공,19:25,"37,030"
20220212,대한항공,20:45,"39,000"
20220213,진에어,06:05,"36,100"
20220213,진에어,07:15,"34,239"
20220213,진에어,06:30,"36,100"
20220213,진에어,07:45,"34,239"
20220213,제주항공,06:35,"36,100"
20220213,제주항공,07:45,"34,239"
20220213,진에어,20:25,"39,400"
20220213,진에어,21:35,"39,006"
20220213,진에어,06:00,"39,500"
20220213,티웨이항공,07:05,"37,605"
20220213,에어서울,06:45,"39,500"
20220213,제주항공,07:55,"37,605"
20220213,에어서울,06:05,"39,900"
20220213,에어부산,07:15,"38,001"
20220213,제주항공,06:30,"39,900"
20220213,제주항공,07:45,"38,001"
20220213,티웨이항공,06:35,"39,900"
20220213,에어서울,07:45,"38,001"
20220213,티웨이항공,06:40,"40,400"
20220213,티웨이항공,07:50,"39,996"
20220214,진에어,20:25,"25,700"
20220214,진에어,21:35,"23,943"
20220214,제주항공,20:30,"25,700"
20220214,제주항공,21:45,"23,943"
20220214,제주항공,19:15,"27,860"
20220214,티웨이항공,20:20,"26,082"
20220214,에어서울,19:35,"27,860"
20220214,제주항공,20:45,"26,082"
20220214,제주항공,20:30,"27,860"
20220214,티웨이항공,21:40,"26,082"
20220214,티웨이항공,19:25,"30,400"
