Search_Date,Departure_Date,Airline,Departure_time,price
20220220,20220221,제주항공,19:30,"25,400"
20220220,20220221,에어부산,20:40,"23,646"
20220220,20220221,티웨이항공,19:15,"26,400"
20220220,20220221,제주항공,20:45,"28,240"
20220220,20220221,제주항공,19:05,"26,616"
20220220,20220221,제주항공,20:15,"28,400"
20220220,20220221,진에어,19:05,"26,616"
20220220,20220221,티웨이항공,20:15,"28,400"
20220220,20220221,에어서울,19:15,"26,616"
20220220,20220221,에어서울,20:20,"28,400"
20220220,20220221,에어부산,20:30,"26,616"
20220220,20220221,티웨이항공,21:40,"29,500"
20220220,20220221,티웨이항공,20:20,"28,596"
20220220,20220221,티웨이항공,21:35,"30,240"
20220220,20220221,티웨이항공,19:25,"28,596"
20220220,20220221,대한항공,20:35,"30,400"
20220220,20220221,대한항공,18:15,"29,110"
20220220,20220221,대한항공,19:25,"30,400"
20220220,20220221,대한항공,19:25,"29,110"
20220220,20220221,제주항공,20:40,"32,760"
20220220,20220222,에어서울,19:25,"20,500"
20220220,20220222,에어부산,20:45,"19,310"
20220220,20220222,진에어,18:40,"23,220"
20220220,20220222,티웨이항공,19:50,"24,400"
20220220,20220222,티웨이항공,20:30,"22,656"
20220220,20220222,제주항공,21:45,"24,840"
20220220,20220222,제주항공,18:45,"23,250"
20220220,20220222,제주항공,19:55,"24,840"
20220220,20220222,제주항공,19:25,"23,250"
20220220,20220222,진에어,20:35,"25,400"
20220220,20220222,에어부산,19:05,"23,646"
20220220,20220222,에어부산,20:15,"25,400"
20220220,20220222,티웨이항공,19:15,"23,646"
20220220,20220222,티웨이항공,20:20,"25,400"
20220220,20220222,티웨이항공,19:30,"23,646"
20220220,20220222,티웨이항공,20:40,"25,400"
20220220,20220222,제주항공,20:30,"23,646"
20220220,20220222,제주항공,21:40,"25,700"
20220220,20220222,제주항공,20:25,"24,636"
20220220,20220222,아시아나항공,21:35,"26,400"
20220220,20220223,에어부산,19:15,"23,220"
20220220,20220223,에어서울,20:45,"23,500"
20220220,20220223,티웨이항공,19:25,"22,280"
20220220,20220223,제주항공,21:05,"24,840"
20220220,20220223,제주항공,19:25,"23,250"
20220220,20220223,티웨이항공,20:35,"25,400"
20220220,20220223,진에어,19:05,"23,646"
20220220,20220223,진에어,20:15,"25,400"
20220220,20220223,티웨이항공,19:15,"23,646"
20220220,20220223,티웨이항공,20:20,"27,240"
20220220,20220223,제주항공,13:25,"25,626"
20220220,20220223,제주항공,14:35,"27,600"
20220220,20220223,제주항공,6:15,"26,616"
20220220,20220223,제주항공,7:25,"27,600"
20220220,20220223,제주항공,6:30,"26,616"
20220220,20220223,제주항공,7:45,"27,740"
20220220,20220223,티웨이항공,16:10,"26,121"
20220220,20220223,티웨이항공,17:20,"27,740"
20220220,20220223,티웨이항공,18:05,"26,121"
20220220,20220223,티웨이항공,19:15,"28,400"
20220220,20220224,에어부산,17:55,"32,760"
20220220,20220224,진에어,19:05,"34,200"
20220220,20220224,에어부산,18:15,"33,546"
20220220,20220224,에어부산,19:30,"34,880"
20220220,20220224,에어부산,17:30,"34,880"
20220220,20220224,진에어,18:40,"34,880"
20220220,20220224,진에어,18:10,"35,200"
20220220,20220224,티웨이항공,19:20,"34,536"
20220220,20220224,티웨이항공,19:15,"35,200"
20220220,20220224,에어서울,20:45,"34,536"
20220220,20220224,제주항공,6:15,"35,240"
20220220,20220224,제주항공,7:25,"33,546"
20220220,20220224,제주항공,20:20,"35,240"
20220220,20220224,티웨이항공,21:35,"33,546"
20220220,20220224,진에어,18:05,"35,400"
20220220,20220224,진에어,19:15,"34,060"
20220220,20220224,진에어,19:05,"36,400"
20220220,20220224,진에어,20:15,"34,536"
20220220,20220224,진에어,19:25,"36,400"
20220220,20220224,진에어,20:40,"34,536"
20220220,20220225,에어서울,17:25,"58,400"
20220220,20220225,에어서울,18:35,"56,830"
20220220,20220225,에어부산,17:50,"58,400"
20220220,20220225,에어부산,19:05,"56,830"
20220220,20220225,에어부산,17:30,"59,260"
20220220,20220225,에어서울,18:40,"61,380"
20220220,20220225,진에어,17:20,"61,380"
20220220,20220225,진에어,18:30,"61,400"
20220220,20220225,제주항공,18:10,"59,800"
20220220,20220225,제주항공,19:20,"61,800"
20220220,20220225,제주항공,6:10,"60,880"
20220220,20220225,에어부산,7:10,"61,800"
20220220,20220225,에어부산,6:00,"60,880"
20220220,20220225,진에어,7:10,"63,400"
20220220,20220225,진에어,6:30,"61,266"
20220220,20220225,에어서울,7:45,"63,400"
20220220,20220225,에어서울,6:00,"61,266"
20220220,20220225,에어서울,7:05,"63,400"
20220220,20220225,진에어,6:30,"61,266"
20220220,20220225,에어부산,7:40,"63,500"
20220220,20220226,진에어,20:25,"42,800"
20220220,20220226,진에어,21:35,"42,170"
20220220,20220226,에어서울,20:30,"42,800"
20220220,20220226,제주항공,21:45,"42,170"
20220220,20220226,제주항공,19:25,"43,400"
20220220,20220226,제주항공,20:45,"41,980"
20220220,20220226,진에어,19:15,"44,400"
20220220,20220226,아시아나항공,20:20,"42,456"
20220220,20220226,아시아나항공,19:30,"44,400"
20220220,20220226,아시아나항공,20:40,"42,456"
20220220,20220226,티웨이항공,20:50,"44,400"
20220220,20220226,티웨이항공,22:00,"42,456"
20220220,20220226,티웨이항공,20:20,"44,700"
20220220,20220226,에어서울,21:35,"44,040"
20220220,20220226,에어서울,19:15,"46,500"
20220220,20220226,제주항공,20:25,"44,535"
20220220,20220226,대한항공,20:10,"46,500"
20220220,20220226,대한항공,21:20,"44,535"
20220220,20220226,진에어,20:50,"46,500"
20220220,20220226,에어부산,22:00,"44,535"
20220220,20220227,에어부산,18:10,"23,220"
20220220,20220227,진에어,19:20,"23,800"
20220220,20220227,진에어,20:20,"22,656"
20220220,20220227,에어서울,21:35,"23,800"
20220220,20220227,에어서울,20:25,"22,656"
20220220,20220227,에어서울,21:35,"25,500"
20220220,20220227,에어부산,17:50,"24,260"
20220220,20220227,진에어,19:05,"25,500"
20220220,20220227,티웨이항공,18:55,"24,260"
20220220,20220227,제주항공,20:00,"25,500"
20220220,20220227,제주항공,19:35,"24,260"
20220220,20220227,제주항공,20:45,"26,400"
20220220,20220227,제주항공,17:55,"27,600"
20220220,20220227,티웨이항공,19:05,"26,616"
20220220,20220227,티웨이항공,20:30,"27,740"
20220220,20220227,티웨이항공,21:45,"26,121"
20220220,20220227,티웨이항공,19:05,"28,400"
20220220,20220227,진에어,20:15,"26,616"
20220220,20220227,진에어,19:05,"28,400"
20220220,20220227,에어부산,20:15,"26,616"
20220220,20220228,진에어,6:15,"15,200"
20220220,20220228,진에어,7:25,"13,746"
20220220,20220228,진에어,6:30,"15,200"
20220220,20220228,티웨이항공,7:45,"13,746"
20220220,20220228,티웨이항공,6:35,"15,200"
20220220,20220228,제주항공,7:45,"13,746"
20220220,20220228,제주항공,19:05,"15,240"
20220220,20220228,제주항공,20:15,"13,746"
20220220,20220228,제주항공,19:25,"15,240"
20220220,20220228,에어서울,20:35,"13,746"
20220220,20220228,에어서울,6:30,"15,400"
20220220,20220228,에어서울,7:40,"13,746"
20220220,20220228,에어부산,7:00,"15,400"
20220220,20220228,에어부산,8:10,"13,746"
20220220,20220228,에어부산,19:30,"15,400"
20220220,20220228,에어부산,20:40,"13,746"
20220220,20220228,에어부산,20:30,"15,400"
20220220,20220228,진에어,21:40,"13,746"
20220220,20220228,진에어,6:10,"15,500"
20220220,20220228,진에어,7:10,"14,360"
20220220,20220301,에어서울,16:55,"15,500"
20220220,20220301,에어서울,18:05,"15,360"
20220220,20220301,티웨이항공,17:50,"15,500"
20220220,20220301,에어부산,19:05,"15,360"
20220220,20220301,에어부산,18:05,"15,740"
20220220,20220301,진에어,19:15,"15,583"
20220220,20220301,진에어,18:10,"15,800"
20220220,20220301,진에어,19:20,"15,800"
20220220,20220301,티웨이항공,18:40,"16,200"
20220220,20220301,에어부산,19:50,"16,038"
20220220,20220301,진에어,18:15,"16,200"
20220220,20220301,진에어,19:30,"16,038"
20220220,20220301,제주항공,20:25,"16,200"
20220220,20220301,제주항공,21:35,"16,038"
20220220,20220301,제주항공,20:30,"16,740"
20220220,20220301,제주항공,21:45,"16,573"
20220220,20220301,제주항공,19:05,"16,860"
20220220,20220301,제주항공,20:15,"17,100"
20220220,20220301,티웨이항공,17:30,"16,929"
20220220,20220301,에어부산,18:40,"17,100"
20220220,20220302,에어서울,16:55,"13,500"
20220220,20220302,에어서울,18:05,"13,380"
20220220,20220302,에어부산,18:15,"13,500"
20220220,20220302,에어부산,19:25,"13,380"
20220220,20220302,진에어,17:30,"13,950"
20220220,20220302,제주항공,18:40,"13,950"
20220220,20220302,제주항공,18:10,"14,300"
20220220,20220302,에어서울,19:20,"14,157"
20220220,20220302,티웨이항공,20:30,"14,500"
20220220,20220302,진에어,21:45,"14,355"
20220220,20220302,진에어,19:15,"14,500"
20220220,20220302,티웨이항공,20:20,"14,355"
20220220,20220302,티웨이항공,20:30,"15,500"
20220220,20220302,티웨이항공,21:40,"15,360"
20220220,20220302,티웨이항공,6:10,"15,840"
20220220,20220302,티웨이항공,7:10,"15,682"
20220220,20220302,에어부산,18:05,"16,200"
20220220,20220302,진에어,19:15,"16,038"
20220220,20220302,진에어,6:10,"16,200"
20220220,20220302,진에어,7:20,"16,038"
20220220,20220303,에어부산,18:10,"16,020"
20220220,20220303,에어부산,19:20,"16,710"
20220220,20220303,진에어,17:30,"17,100"
20220220,20220303,에어서울,18:40,"16,929"
20220220,20220303,에어서울,18:15,"18,400"
20220220,20220303,에어부산,19:30,"18,230"
20220220,20220303,제주항공,6:10,"18,400"
20220220,20220303,제주항공,7:10,"18,230"
20220220,20220303,제주항공,17:50,"18,780"
20220220,20220303,티웨이항공,19:05,"19,400"
20220220,20220303,에어부산,15:05,"19,206"
20220220,20220303,에어부산,16:15,"19,400"
20220220,20220303,에어서울,6:45,"19,206"
20220220,20220303,에어서울,7:55,"19,400"
20220220,20220303,티웨이항공,17:30,"19,206"
20220220,20220303,티웨이항공,18:40,"19,740"
20220220,20220303,에어부산,19:15,"19,543"
20220220,20220303,티웨이항공,20:20,"19,860"
20220220,20220303,티웨이항공,18:45,"19,860"
20220220,20220303,진에어,19:55,"20,400"
20220220,20220304,에어부산,15:05,"32,760"
20220220,20220304,에어부산,16:10,"32,760"
20220220,20220304,에어부산,17:30,"32,760"
20220220,20220304,하이에어,18:40,"33,800"
20220220,20220304,티웨이항공,18:10,"33,480"
20220220,20220304,티웨이항공,19:20,"34,240"
20220220,20220304,티웨이항공,12:45,"33,898"
20220220,20220304,에어부산,14:15,"34,240"
20220220,20220304,진에어,14:55,"33,898"
20220220,20220304,진에어,16:05,"34,240"
20220220,20220304,진에어,15:20,"33,898"
20220220,20220304,진에어,16:30,"34,880"
20220220,20220304,에어서울,16:00,"35,200"
20220220,20220304,에어서울,17:10,"34,848"
20220220,20220304,에어서울,13:10,"35,200"
20220220,20220304,에어서울,14:20,"34,848"
20220220,20220304,에어서울,6:10,"35,200"
20220220,20220304,대한항공,7:20,"34,848"
20220220,20220304,대한항공,6:20,"35,200"
20220220,20220304,대한항공,7:25,"34,848"
20220220,20220305,제주항공,19:15,"22,400"
20220220,20220305,에어부산,20:20,"22,176"
20220220,20220305,티웨이항공,18:10,"24,280"
20220220,20220305,제주항공,19:20,"24,740"
20220220,20220305,제주항공,19:25,"24,493"
20220220,20220305,제주항공,20:35,"25,400"
20220220,20220305,진에어,19:05,"25,146"
20220220,20220305,티웨이항공,20:15,"25,400"
20220220,20220305,에어부산,19:20,"25,146"
20220220,20220305,에어서울,20:25,"25,400"
20220220,20220305,티웨이항공,19:30,"25,146"
20220220,20220305,진에어,20:40,"25,700"
20220220,20220305,진에어,18:15,"25,443"
20220220,20220305,제주항공,19:30,"25,740"
20220220,20220305,아시아나항공,19:05,"25,483"
20220220,20220305,아시아나항공,20:15,"26,400"
20220220,20220305,아시아나항공,17:30,"26,400"
20220220,20220305,아시아나항공,18:40,"26,150"
20220220,20220305,에어서울,17:50,"26,740"
20220220,20220305,아시아나항공,19:10,"26,473"
20220220,20220306,에어서울,17:50,"17,500"
20220220,20220306,에어부산,19:05,"17,340"
20220220,20220306,에어부산,17:30,"18,500"
20220220,20220306,진에어,18:40,"18,500"
20220220,20220306,진에어,18:10,"19,000"
20220220,20220306,진에어,19:20,"18,810"
20220220,20220306,진에어,17:45,"19,000"
20220220,20220306,하이에어,19:00,"18,810"
20220220,20220306,티웨이항공,18:15,"19,000"
20220220,20220306,티웨이항공,19:30,"18,810"
20220220,20220306,제주항공,20:25,"19,000"
20220220,20220306,티웨이항공,21:35,"18,810"
20220220,20220306,제주항공,20:30,"20,900"
20220220,20220306,제주항공,21:45,"20,710"
20220220,20220306,제주항공,17:10,"21,740"
20220220,20220306,제주항공,18:40,"21,523"
20220220,20220306,아시아나항공,18:05,"21,740"
20220220,20220306,티웨이항공,19:15,"21,523"
20220220,20220306,제주항공,18:45,"22,400"
20220220,20220306,아시아나항공,19:55,"22,176"
20220220,20220307,에어서울,18:15,"13,500"
20220220,20220307,에어부산,19:25,"13,380"
20220220,20220307,에어부산,18:10,"14,640"
20220220,20220307,진에어,19:20,"16,020"
20220220,20220307,에어서울,17:30,"16,200"
20220220,20220307,진에어,18:40,"16,038"
20220220,20220307,에어부산,18:15,"16,400"
20220220,20220307,제주항공,19:30,"16,250"
20220220,20220307,제주항공,17:55,"17,100"
20220220,20220307,제주항공,19:05,"16,929"
20220220,20220307,제주항공,17:45,"18,090"
20220220,20220307,티웨이항공,19:00,"18,400"
20220220,20220307,티웨이항공,15:05,"18,216"
20220220,20220307,진에어,16:15,"18,400"
20220220,20220307,진에어,19:05,"18,216"
20220220,20220307,티웨이항공,20:15,"18,400"
20220220,20220307,티웨이항공,19:15,"18,216"
20220220,20220307,티웨이항공,20:20,"18,400"
20220220,20220307,하이에어,19:20,"18,216"
20220220,20220307,에어서울,20:25,"18,740"
20220220,20220308,에어부산,17:30,"16,020"
20220220,20220308,에어서울,18:40,"16,400"
20220220,20220308,에어부산,17:50,"16,250"
20220220,20220308,진에어,19:05,"16,710"
20220220,20220308,진에어,18:10,"17,100"
20220220,20220308,티웨이항공,19:20,"16,929"
20220220,20220308,제주항공,17:45,"17,100"
20220220,20220308,제주항공,19:00,"16,929"
20220220,20220308,에어부산,18:15,"18,740"
20220220,20220308,에어서울,19:30,"18,553"
20220220,20220308,에어서울,18:45,"19,400"
20220220,20220308,에어서울,19:55,"19,206"
20220220,20220308,에어부산,16:45,"19,400"
20220220,20220308,진에어,17:55,"19,206"
20220220,20220308,진에어,19:15,"19,470"
20220220,20220308,에어부산,20:20,"20,400"
20220220,20220308,하이에어,18:40,"20,210"
20220220,20220308,티웨이항공,19:50,"20,400"
20220220,20220308,티웨이항공,6:10,"20,210"
20220220,20220308,티웨이항공,7:10,"20,400"
20220220,20220309,진에어,20:25,"16,200"
20220220,20220309,진에어,21:35,"16,038"
20220220,20220309,에어부산,20:30,"16,200"
20220220,20220309,에어서울,21:45,"16,038"
20220220,20220309,진에어,18:10,"18,090"
20220220,20220309,제주항공,19:20,"18,400"
20220220,20220309,제주항공,18:15,"18,230"
20220220,20220309,제주항공,19:25,"19,000"
20220220,20220309,제주항공,18:15,"18,810"
20220220,20220309,에어부산,19:30,"19,400"
20220220,20220309,진에어,19:05,"19,206"
20220220,20220309,티웨이항공,20:15,"19,400"
20220220,20220309,티웨이항공,19:15,"19,206"
20220220,20220309,티웨이항공,20:20,"19,400"
20220220,20220309,아시아나항공,19:30,"19,206"
20220220,20220309,아시아나항공,20:40,"19,400"
20220220,20220309,진에어,20:30,"19,206"
20220220,20220309,티웨이항공,21:40,"20,850"
20220220,20220309,에어서울,17:30,"20,900"
20220220,20220309,아시아나항공,18:40,"20,691"
20220220,20220310,에어부산,17:30,"18,000"
20220220,20220310,에어부산,18:40,"18,000"
20220220,20220310,에어부산,18:10,"19,470"
20220220,20220310,에어부산,19:20,"19,470"
20220220,20220310,진에어,17:30,"20,000"
20220220,20220310,진에어,18:40,"19,800"
20220220,20220310,에어서울,18:10,"20,000"
20220220,20220310,에어부산,19:20,"19,800"
20220220,20220310,제주항공,17:45,"20,400"
20220220,20220310,에어서울,19:00,"20,210"
20220220,20220310,티웨이항공,18:15,"20,850"
20220220,20220310,티웨이항공,19:30,"22,400"
20220220,20220310,티웨이항공,17:50,"22,176"
20220220,20220310,티웨이항공,19:05,"23,400"
20220220,20220310,티웨이항공,15:05,"23,180"
20220220,20220310,제주항공,16:15,"23,740"
20220220,20220310,제주항공,17:30,"23,503"
20220220,20220310,에어서울,18:40,"24,840"
